id_person,Season,classifica,Category,league_nam,team_name,team_id,F_P_G,F_C_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G
96083,2008,AAA,MiLB,International,Indianapolis,2008_International_Indianapolis,12,0,0,0,0,0,0,0,0,0
96086,2005,AAA,MiLB,International,Indianapolis,2005_International_Indianapolis,0,0,2,0,0,0,4,0,0,4
96086,2008,AAA,MiLB,International,Indianapolis,2008_International_Indianapolis,0,2,36,1,0,0,16,5,0,11
96121,1969,AAA,MiLB,American Association,Indianapolis,1969_AmericanAssociation_Indianapolis,0,0,0,0,0,0,110,0,0,0
96160,2002,AAA,MiLB,International,Indianapolis,2002_International_Indianapolis,5,0,0,0,0,0,0,0,0,0
96203,1984,AAA,MiLB,American Association,Indianapolis,1984_AmericanAssociation_Indianapolis,13,0,0,0,0,0,0,0,0,0
96203,1985,AAA,MiLB,American Association,Indianapolis,1985_AmericanAssociation_Indianapolis,11,0,0,0,0,0,0,0,0,0
96203,1986,AAA,MiLB,American Association,Indianapolis,1986_AmericanAssociation_Indianapolis,57,0,0,0,0,0,0,0,0,0
96203,1987,AAA,MiLB,American Association,Indianapolis,1987_AmericanAssociation_Indianapolis,18,0,0,0,0,0,0,0,0,0
96203,1988,AAA,MiLB,American Association,Indianapolis,1988_AmericanAssociation_Indianapolis,27,0,0,0,0,0,0,0,0,0
96270,1960,AAA,MiLB,American Association,Indianapolis,1960_AmericanAssociation_Indianapolis,0,0,31,0,0,0,0,0,0,0
96270,1968,AAA,MiLB,Pacific Coast,Indianapolis,1968_PacificCoast_Indianapolis,0,0,80,0,0,0,0,0,0,0
96323,1993,AAA,MiLB,American Association,Indianapolis,1993_AmericanAssociation_Indianapolis,21,0,0,0,0,0,0,0,0,0
96361,1984,AAA,MiLB,American Association,Indianapolis,1984_AmericanAssociation_Indianapolis,0,0,0,0,0,0,1,0,0,0
96427,1971,AAA,MiLB,American Association,Indianapolis,1971_AmericanAssociation_Indianapolis,0,40,0,26,27,17,0,0,0,0
96427,1972,AAA,MiLB,American Association,Indianapolis,1972_AmericanAssociation_Indianapolis,0,61,0,18,0,19,0,0,0,0
96427,1973,AAA,MiLB,American Association,Indianapolis,1973_AmericanAssociation_Indianapolis,0,81,1,0,4,1,0,0,0,0
96427,1974,AAA,MiLB,American Association,Indianapolis,1974_AmericanAssociation_Indianapolis,0,95,0,0,0,0,0,0,0,0
96427,1975,AAA,MiLB,American Association,Indianapolis,1975_AmericanAssociation_Indianapolis,0,74,0,0,5,0,0,0,0,0
96427,1976,AAA,MiLB,American Association,Indianapolis,1976_AmericanAssociation_Indianapolis,0,32,0,0,0,0,0,0,0,0
96508,2009,AAA,MiLB,International,Indianapolis,2009_International_Indianapolis,19,0,0,0,0,0,0,0,0,0
96598,1977,AAA,MiLB,American Association,Indianapolis,1977_AmericanAssociation_Indianapolis,49,0,0,0,0,0,0,0,0,0
96598,1978,AAA,MiLB,American Association,Indianapolis,1978_AmericanAssociation_Indianapolis,45,0,0,0,0,0,0,0,0,0
96803,1976,AAA,MiLB,American Association,Indianapolis,1976_AmericanAssociation_Indianapolis,0,0,0,0,8,106,0,0,0,0
96803,1977,AAA,MiLB,American Association,Indianapolis,1977_AmericanAssociation_Indianapolis,0,0,0,125,0,8,0,0,0,0
96924,2004,AAA,MiLB,International,Indianapolis,2004_International_Indianapolis,20,0,0,0,0,0,0,0,0,0
97603,1977,AAA,MiLB,American Association,Indianapolis,1977_AmericanAssociation_Indianapolis,0,21,0,0,0,0,0,0,0,0
97799,1988,AAA,MiLB,American Association,Indianapolis,1988_AmericanAssociation_Indianapolis,0,18,0,0,8,0,18,0,0,0
97799,1989,AAA,MiLB,American Association,Indianapolis,1989_AmericanAssociation_Indianapolis,0,26,0,0,2,0,0,0,0,0
98112,2007,AAA,MiLB,International,Indianapolis,2007_International_Indianapolis,27,0,0,0,0,0,0,0,0,0
98231,1981,AAA,MiLB,American Association,Indianapolis,1981_AmericanAssociation_Indianapolis,22,0,0,0,0,0,0,0,0,0
98284,1968,AAA,MiLB,Pacific Coast,Indianapolis,1968_PacificCoast_Indianapolis,0,0,7,0,0,1,119,0,0,0
98284,1969,AAA,MiLB,American Association,Indianapolis,1969_AmericanAssociation_Indianapolis,0,0,0,0,0,0,114,0,0,0
98284,1970,AAA,MiLB,American Association,Indianapolis,1970_AmericanAssociation_Indianapolis,0,0,0,0,0,0,48,0,0,0
98334,1964,AAA,MiLB,Pacific Coast,Indianapolis,1964_PacificCoast_Indianapolis,0,0,0,0,0,0,0,0,0,0
98376,2003,AAA,MiLB,International,Indianapolis,2003_International_Indianapolis,10,0,0,0,0,0,0,0,0,0
98448,1994,AAA,MiLB,American Association,Indianapolis,1994_AmericanAssociation_Indianapolis,0,6,0,0,0,0,0,0,0,0
98519,2001,AAA,MiLB,International,Indianapolis,2001_International_Indianapolis,0,0,3,0,30,0,43,6,1,37
98552,2006,AAA,MiLB,International,Indianapolis,2006_International_Indianapolis,7,0,0,0,0,0,0,0,0,0
98552,2007,AAA,MiLB,International,Indianapolis,2007_International_Indianapolis,48,0,0,0,0,0,0,0,0,0
98552,2008,AAA,MiLB,International,Indianapolis,2008_International_Indianapolis,10,0,0,0,0,0,0,0,0,0
98574,1993,AAA,MiLB,American Association,Indianapolis,1993_AmericanAssociation_Indianapolis,0,0,0,0,0,1,53,0,0,0
98816,2013,AAA,MiLB,International,Indianapolis,2013_International_Indianapolis,0,0,0,0,0,0,89,43,43,3
98919,1969,AAA,MiLB,American Association,Indianapolis,1969_AmericanAssociation_Indianapolis,0,0,0,0,0,0,72,0,0,0
98959,1995,AAA,MiLB,American Association,Indianapolis,1995_AmericanAssociation_Indianapolis,4,0,0,0,0,0,0,0,0,0
99065,2006,AAA,MiLB,International,Indianapolis,2006_International_Indianapolis,48,0,0,0,0,0,0,0,0,0
99244,2008,AAA,MiLB,International,Indianapolis,2008_International_Indianapolis,0,23,2,0,2,0,0,0,0,0
99541,2013,AAA,MiLB,International,Indianapolis,2013_International_Indianapolis,2,0,0,0,0,0,0,0,0,0
99596,1997,AAA,MiLB,American Association,Indianapolis,1997_AmericanAssociation_Indianapolis,0,0,0,0,10,0,0,0,0,0
99596,1998,AAA,MiLB,International,Indianapolis,1998_International_Indianapolis,0,0,4,0,26,0,0,0,0,0
99624,1960,AAA,MiLB,American Association,Indianapolis,1960_AmericanAssociation_Indianapolis,0,0,0,0,0,46,0,0,0,0
99624,1968,AAA,MiLB,Pacific Coast,Indianapolis,1968_PacificCoast_Indianapolis,5,0,2,0,50,43,0,0,0,0
99679,1995,AAA,MiLB,American Association,Indianapolis,1995_AmericanAssociation_Indianapolis,6,0,0,0,0,0,0,0,0,0
99679,2005,AAA,MiLB,International,Indianapolis,2005_International_Indianapolis,18,0,0,0,0,0,0,0,0,0
99679,2006,AAA,MiLB,International,Indianapolis,2006_International_Indianapolis,58,0,0,0,0,0,0,0,0,0
99699,1999,AAA,MiLB,International,Indianapolis,1999_International_Indianapolis,0,0,0,0,0,2,0,0,0,0
99837,2014,AAA,MiLB,International,Indianapolis,2014_International_Indianapolis,0,1,0,0,0,0,0,0,0,0
100071,2006,AAA,MiLB,International,Indianapolis,2006_International_Indianapolis,0,0,0,0,0,0,98,22,75,1
100071,2007,AAA,MiLB,International,Indianapolis,2007_International_Indianapolis,0,0,0,0,0,0,52,28,27,0
100152,2000,AAA,MiLB,International,Indianapolis,2000_International_Indianapolis,0,0,0,0,0,0,17,2,4,12
100257,2008,AAA,MiLB,International,Indianapolis,2008_International_Indianapolis,0,0,0,11,7,6,0,0,0,0
100276,2015,AAA,MiLB,International,Indianapolis,2015_International_Indianapolis,14,0,0,0,0,0,0,0,0,0
100398,1988,AAA,MiLB,American Association,Indianapolis,1988_AmericanAssociation_Indianapolis,0,0,0,2,123,0,0,0,0,0
100435,2016,AAA,MiLB,International,Indianapolis,2016_International_Indianapolis,34,0,0,0,0,0,0,0,0,0
100624,2016,AAA,MiLB,International,Indianapolis,2016_International_Indianapolis,9,0,0,0,0,0,0,0,0,0
100855,1973,AAA,MiLB,American Association,Indianapolis,1973_AmericanAssociation_Indianapolis,16,0,0,0,0,0,0,0,0,0
100910,2004,AAA,MiLB,International,Indianapolis,2004_International_Indianapolis,0,0,0,69,41,11,0,0,0,0
100998,1995,AAA,MiLB,American Association,Indianapolis,1995_AmericanAssociation_Indianapolis,2,0,0,0,0,0,0,0,0,0
100998,1996,AAA,MiLB,American Association,Indianapolis,1996_AmericanAssociation_Indianapolis,3,0,0,0,0,0,0,0,0,0
101250,1973,AAA,MiLB,American Association,Indianapolis,1973_AmericanAssociation_Indianapolis,1,0,0,0,66,0,7,0,0,0
101250,1974,AAA,MiLB,American Association,Indianapolis,1974_AmericanAssociation_Indianapolis,0,0,0,0,104,0,0,0,0,0
101250,1975,AAA,MiLB,American Association,Indianapolis,1975_AmericanAssociation_Indianapolis,0,0,0,0,122,0,0,0,0,0
101250,1976,AAA,MiLB,American Association,Indianapolis,1976_AmericanAssociation_Indianapolis,0,0,5,0,106,0,0,0,0,0
101286,1961,AAA,MiLB,American Association,Indianapolis,1961_AmericanAssociation_Indianapolis,0,0,0,0,0,0,0,0,0,0
101608,1988,AAA,MiLB,American Association,Indianapolis,1988_AmericanAssociation_Indianapolis,10,0,0,0,0,0,0,0,0,0
101608,1989,AAA,MiLB,American Association,Indianapolis,1989_AmericanAssociation_Indianapolis,1,0,0,0,0,0,0,0,0,0
101634,2015,AAA,MiLB,International,Indianapolis,2015_International_Indianapolis,0,0,0,4,14,44,1,1,0,0
101634,2016,AAA,MiLB,International,Indianapolis,2016_International_Indianapolis,0,0,0,3,26,29,39,33,5,2
101659,1985,AAA,MiLB,American Association,Indianapolis,1985_AmericanAssociation_Indianapolis,45,0,0,0,0,0,0,0,0,0
101752,2005,AAA,MiLB,International,Indianapolis,2005_International_Indianapolis,0,0,0,2,4,29,1,1,0,0
101752,2006,AAA,MiLB,International,Indianapolis,2006_International_Indianapolis,0,0,0,2,1,109,0,0,0,0
102052,1993,AAA,MiLB,American Association,Indianapolis,1993_AmericanAssociation_Indianapolis,28,0,0,0,0,0,0,0,0,0
102052,1994,AAA,MiLB,American Association,Indianapolis,1994_AmericanAssociation_Indianapolis,4,0,0,0,0,0,0,0,0,0
102052,1996,AAA,MiLB,American Association,Indianapolis,1996_AmericanAssociation_Indianapolis,12,0,0,0,0,0,0,0,0,0
102167,1997,AAA,MiLB,American Association,Indianapolis,1997_AmericanAssociation_Indianapolis,23,0,0,0,0,0,0,0,0,0
102237,1960,AAA,MiLB,American Association,Indianapolis,1960_AmericanAssociation_Indianapolis,0,0,0,0,0,0,0,0,0,0
102361,1996,AAA,MiLB,American Association,Indianapolis,1996_AmericanAssociation_Indianapolis,41,0,0,0,0,0,0,0,0,0
102541,1978,AAA,MiLB,American Association,Indianapolis,1978_AmericanAssociation_Indianapolis,0,30,0,1,0,0,0,0,0,0
102602,1965,AAA,MiLB,Pacific Coast,Indianapolis,1965_PacificCoast_Indianapolis,24,0,0,0,0,0,0,0,0,0
102602,1970,AAA,MiLB,American Association,Indianapolis,1970_AmericanAssociation_Indianapolis,32,0,0,0,0,0,0,0,0,0
103018,1987,AAA,MiLB,American Association,Indianapolis,1987_AmericanAssociation_Indianapolis,32,0,0,0,0,0,0,0,0,0
103042,2002,AAA,MiLB,International,Indianapolis,2002_International_Indianapolis,0,0,17,16,29,0,16,12,4,0
103195,1972,AAA,MiLB,American Association,Indianapolis,1972_AmericanAssociation_Indianapolis,0,0,0,0,6,0,120,0,0,0
103195,1973,AAA,MiLB,American Association,Indianapolis,1973_AmericanAssociation_Indianapolis,0,0,0,0,0,0,96,0,0,0
103195,1974,AAA,MiLB,American Association,Indianapolis,1974_AmericanAssociation_Indianapolis,0,0,0,0,0,0,112,0,0,0
103195,1978,AAA,MiLB,American Association,Indianapolis,1978_AmericanAssociation_Indianapolis,0,0,0,0,0,0,103,0,0,0
103273,2000,AAA,MiLB,International,Indianapolis,2000_International_Indianapolis,0,0,0,0,0,0,57,0,0,57
103493,1966,AAA,MiLB,Pacific Coast,Indianapolis,1966_PacificCoast_Indianapolis,28,0,0,0,0,0,0,0,0,0
103626,1985,AAA,MiLB,American Association,Indianapolis,1985_AmericanAssociation_Indianapolis,0,0,0,0,0,0,11,0,0,0
103626,1986,AAA,MiLB,American Association,Indianapolis,1986_AmericanAssociation_Indianapolis,0,0,0,0,0,0,49,0,0,0
103626,1988,AAA,MiLB,American Association,Indianapolis,1988_AmericanAssociation_Indianapolis,0,0,0,0,0,0,3,0,0,0
103811,2007,AAA,MiLB,International,Indianapolis,2007_International_Indianapolis,0,0,0,91,0,9,0,0,0,0
103811,2008,AAA,MiLB,International,Indianapolis,2008_International_Indianapolis,0,0,0,31,1,0,0,0,0,0
103891,1962,AAA,MiLB,American Association,Indianapolis,1962_AmericanAssociation_Indianapolis,0,96,0,0,0,0,0,0,0,0
103891,1963,AAA,MiLB,International,Indianapolis,1963_International_Indianapolis,0,83,0,0,0,0,0,0,0,0
103891,1965,AAA,MiLB,Pacific Coast,Indianapolis,1965_PacificCoast_Indianapolis,0,15,0,0,0,0,0,0,0,0
104095,1984,AAA,MiLB,American Association,Indianapolis,1984_AmericanAssociation_Indianapolis,9,0,0,0,0,0,0,0,0,0
104095,1985,AAA,MiLB,American Association,Indianapolis,1985_AmericanAssociation_Indianapolis,23,0,0,0,0,0,0,0,0,0
104095,1986,AAA,MiLB,American Association,Indianapolis,1986_AmericanAssociation_Indianapolis,26,0,0,0,0,0,0,0,0,0
104108,2016,AAA,MiLB,International,Indianapolis,2016_International_Indianapolis,43,0,0,0,0,0,0,0,0,0
104218,2004,AAA,MiLB,International,Indianapolis,2004_International_Indianapolis,0,0,79,0,8,0,14,0,0,0
104252,2012,AAA,MiLB,International,Indianapolis,2012_International_Indianapolis,20,0,0,0,0,0,0,0,0,0
104377,1974,AAA,MiLB,American Association,Indianapolis,1974_AmericanAssociation_Indianapolis,0,0,0,19,0,0,5,0,0,0
104377,1975,AAA,MiLB,American Association,Indianapolis,1975_AmericanAssociation_Indianapolis,0,0,0,71,0,0,0,0,0,0
104635,2002,AAA,MiLB,International,Indianapolis,2002_International_Indianapolis,2,0,0,0,0,0,0,0,0,0
104664,2003,AAA,MiLB,International,Indianapolis,2003_International_Indianapolis,7,0,0,0,0,0,0,0,0,0
104709,2010,AAA,MiLB,International,Indianapolis,2010_International_Indianapolis,28,0,0,0,0,0,0,0,0,0
104821,1961,AAA,MiLB,American Association,Indianapolis,1961_AmericanAssociation_Indianapolis,0,0,0,0,0,0,77,0,0,0
104921,1970,AAA,MiLB,American Association,Indianapolis,1970_AmericanAssociation_Indianapolis,22,0,0,0,0,0,0,0,0,0
104921,1971,AAA,MiLB,American Association,Indianapolis,1971_AmericanAssociation_Indianapolis,9,0,0,0,0,0,0,0,0,0
104963,2000,AAA,MiLB,International,Indianapolis,2000_International_Indianapolis,4,0,0,0,0,0,0,0,0,0
104980,1996,AAA,MiLB,American Association,Indianapolis,1996_AmericanAssociation_Indianapolis,0,0,0,0,5,0,0,0,0,0
105411,2001,AAA,MiLB,International,Indianapolis,2001_International_Indianapolis,15,0,0,0,0,0,0,0,0,0
105489,1992,AAA,MiLB,American Association,Indianapolis,1992_AmericanAssociation_Indianapolis,0,11,0,0,0,0,0,0,0,0
105592,2001,AAA,MiLB,International,Indianapolis,2001_International_Indianapolis,28,0,0,0,0,0,0,0,0,0
105607,1993,AAA,MiLB,American Association,Indianapolis,1993_AmericanAssociation_Indianapolis,1,0,0,0,0,0,0,0,0,0
105681,1983,AAA,MiLB,American Association,Indianapolis,1983_AmericanAssociation_Indianapolis,30,0,0,0,0,0,0,0,0,0
105695,2003,AAA,MiLB,International,Indianapolis,2003_International_Indianapolis,0,0,1,0,105,4,0,0,0,0
105742,1981,AAA,MiLB,American Association,Indianapolis,1981_AmericanAssociation_Indianapolis,0,0,31,0,0,0,4,0,0,0
105742,1982,AAA,MiLB,American Association,Indianapolis,1982_AmericanAssociation_Indianapolis,0,0,2,0,11,0,0,0,0,0
105742,1983,AAA,MiLB,American Association,Indianapolis,1983_AmericanAssociation_Indianapolis,0,0,19,3,68,0,15,0,0,0
105742,1985,AAA,MiLB,American Association,Indianapolis,1985_AmericanAssociation_Indianapolis,0,0,19,0,61,0,3,0,0,0
105742,1986,AAA,MiLB,American Association,Indianapolis,1986_AmericanAssociation_Indianapolis,0,0,1,0,73,0,13,0,0,0
105743,1989,AAA,MiLB,American Association,Indianapolis,1989_AmericanAssociation_Indianapolis,22,0,0,0,0,0,0,0,0,0
105745,2012,AAA,MiLB,International,Indianapolis,2012_International_Indianapolis,0,0,1,3,2,0,0,0,0,0
105894,1984,AAA,MiLB,American Association,Indianapolis,1984_AmericanAssociation_Indianapolis,1,10,90,0,43,0,0,0,0,0
105894,1985,AAA,MiLB,American Association,Indianapolis,1985_AmericanAssociation_Indianapolis,0,0,20,0,20,0,0,0,0,0
105894,1986,AAA,MiLB,American Association,Indianapolis,1986_AmericanAssociation_Indianapolis,0,6,9,0,11,0,0,0,0,0
105894,1987,AAA,MiLB,American Association,Indianapolis,1987_AmericanAssociation_Indianapolis,0,0,43,0,14,0,0,0,0,0
105894,1988,AAA,MiLB,American Association,Indianapolis,1988_AmericanAssociation_Indianapolis,0,0,42,0,12,0,7,0,0,0
105894,1989,AAA,MiLB,American Association,Indianapolis,1989_AmericanAssociation_Indianapolis,0,0,62,0,4,0,0,0,0,0
105894,1991,AAA,MiLB,American Association,Indianapolis,1991_AmericanAssociation_Indianapolis,3,0,121,0,13,0,0,0,0,0
105894,1992,AAA,MiLB,American Association,Indianapolis,1992_AmericanAssociation_Indianapolis,0,0,44,0,11,0,0,0,0,0
105894,1993,AAA,MiLB,American Association,Indianapolis,1993_AmericanAssociation_Indianapolis,0,0,23,0,5,0,0,0,0,0
106057,2014,AAA,MiLB,International,Indianapolis,2014_International_Indianapolis,0,0,0,7,2,3,0,0,0,0
106135,1960,AAA,MiLB,American Association,Indianapolis,1960_AmericanAssociation_Indianapolis,0,0,0,0,0,0,0,0,0,0
106722,1963,AAA,MiLB,International,Indianapolis,1963_International_Indianapolis,0,0,0,0,0,0,0,0,0,0
106773,1977,AAA,MiLB,American Association,Indianapolis,1977_AmericanAssociation_Indianapolis,0,0,0,0,0,0,23,0,0,0
106830,2011,AAA,MiLB,International,Indianapolis,2011_International_Indianapolis,0,0,0,0,0,3,0,0,0,0
106989,1984,AAA,MiLB,American Association,Indianapolis,1984_AmericanAssociation_Indianapolis,0,0,0,26,0,10,0,0,0,0
107032,1999,AAA,MiLB,International,Indianapolis,1999_International_Indianapolis,3,0,0,0,0,0,0,0,0,0
107033,1967,AAA,MiLB,Pacific Coast,Indianapolis,1967_PacificCoast_Indianapolis,0,8,0,0,0,0,2,0,0,0
107059,1967,AAA,MiLB,Pacific Coast,Indianapolis,1967_PacificCoast_Indianapolis,0,0,0,73,30,2,0,0,0,0
107106,1994,AAA,MiLB,American Association,Indianapolis,1994_AmericanAssociation_Indianapolis,6,0,0,0,0,0,0,0,0,0
107234,1991,AAA,MiLB,American Association,Indianapolis,1991_AmericanAssociation_Indianapolis,0,0,0,1,7,12,87,0,0,0
107378,1965,AAA,MiLB,Pacific Coast,Indianapolis,1965_PacificCoast_Indianapolis,0,0,0,0,143,0,0,0,0,0
107378,1966,AAA,MiLB,Pacific Coast,Indianapolis,1966_PacificCoast_Indianapolis,0,0,0,0,148,0,0,0,0,0
107378,1967,AAA,MiLB,Pacific Coast,Indianapolis,1967_PacificCoast_Indianapolis,0,0,0,0,24,0,0,0,0,0
107378,1971,AAA,MiLB,American Association,Indianapolis,1971_AmericanAssociation_Indianapolis,0,0,1,0,67,0,0,0,0,0
107378,1972,AAA,MiLB,American Association,Indianapolis,1972_AmericanAssociation_Indianapolis,0,0,0,3,20,0,0,0,0,0
107403,1994,AAA,MiLB,American Association,Indianapolis,1994_AmericanAssociation_Indianapolis,0,0,1,0,0,0,111,0,0,0
107403,2003,AAA,MiLB,International,Indianapolis,2003_International_Indianapolis,0,0,12,0,0,0,9,9,0,0
107547,1998,AAA,MiLB,International,Indianapolis,1998_International_Indianapolis,0,0,0,0,39,0,0,0,0,0
107717,1967,AAA,MiLB,Pacific Coast,Indianapolis,1967_PacificCoast_Indianapolis,17,0,0,0,0,0,0,0,0,0
107743,1962,AAA,MiLB,American Association,Indianapolis,1962_AmericanAssociation_Indianapolis,32,0,0,0,0,0,0,0,0,0
107743,1963,AAA,MiLB,International,Indianapolis,1963_International_Indianapolis,35,0,0,0,0,0,0,0,0,0
107816,1995,AAA,MiLB,American Association,Indianapolis,1995_AmericanAssociation_Indianapolis,0,13,0,0,0,0,0,0,0,0
107832,1996,AAA,MiLB,American Association,Indianapolis,1996_AmericanAssociation_Indianapolis,0,0,0,0,0,0,72,45,20,8
107832,1997,AAA,MiLB,American Association,Indianapolis,1997_AmericanAssociation_Indianapolis,0,0,0,0,0,0,25,1,24,0
107854,1997,AAA,MiLB,American Association,Indianapolis,1997_AmericanAssociation_Indianapolis,0,0,0,6,0,0,0,0,0,0
107855,1987,AAA,MiLB,American Association,Indianapolis,1987_AmericanAssociation_Indianapolis,15,0,0,0,0,0,0,0,0,0
107978,1998,AAA,MiLB,International,Indianapolis,1998_International_Indianapolis,22,0,0,0,0,0,0,0,0,0
107980,1995,AAA,MiLB,American Association,Indianapolis,1995_AmericanAssociation_Indianapolis,0,0,0,0,0,88,0,0,0,0
107980,1996,AAA,MiLB,American Association,Indianapolis,1996_AmericanAssociation_Indianapolis,0,0,0,0,7,73,0,0,0,0
107980,1997,AAA,MiLB,American Association,Indianapolis,1997_AmericanAssociation_Indianapolis,0,0,0,4,0,13,0,0,0,0
108159,1983,AAA,MiLB,American Association,Indianapolis,1983_AmericanAssociation_Indianapolis,4,0,0,0,0,0,0,0,0,0
108219,1983,AAA,MiLB,American Association,Indianapolis,1983_AmericanAssociation_Indianapolis,0,0,0,0,0,0,19,0,0,0
108444,2011,AAA,MiLB,International,Indianapolis,2011_International_Indianapolis,0,0,0,0,0,2,0,0,0,0
108444,2012,AAA,MiLB,International,Indianapolis,2012_International_Indianapolis,0,0,0,1,0,0,0,0,0,0
108448,1990,AAA,MiLB,American Association,Indianapolis,1990_AmericanAssociation_Indianapolis,9,0,0,0,0,0,0,0,0,0
108587,2005,AAA,MiLB,International,Indianapolis,2005_International_Indianapolis,11,0,0,0,0,0,0,0,0,0
108794,2013,AAA,MiLB,International,Indianapolis,2013_International_Indianapolis,37,0,0,0,0,0,0,0,0,0
109086,1996,AAA,MiLB,American Association,Indianapolis,1996_AmericanAssociation_Indianapolis,0,0,6,0,114,0,0,0,0,0
109122,2002,AAA,MiLB,International,Indianapolis,2002_International_Indianapolis,0,0,0,0,0,0,66,54,13,0
109144,2000,AAA,MiLB,International,Indianapolis,2000_International_Indianapolis,0,0,0,0,5,18,0,0,0,0
109146,1972,AAA,MiLB,American Association,Indianapolis,1972_AmericanAssociation_Indianapolis,0,0,0,0,0,45,0,0,0,0
109270,1985,AAA,MiLB,American Association,Indianapolis,1985_AmericanAssociation_Indianapolis,9,0,0,0,0,0,0,0,0,0
109282,1979,AAA,MiLB,American Association,Indianapolis,1979_AmericanAssociation_Indianapolis,24,0,0,0,0,0,0,0,0,0
109282,1980,AAA,MiLB,American Association,Indianapolis,1980_AmericanAssociation_Indianapolis,25,0,0,0,0,0,0,0,0,0
109289,1978,AAA,MiLB,American Association,Indianapolis,1978_AmericanAssociation_Indianapolis,40,0,0,0,0,0,0,0,0,0
109289,1979,AAA,MiLB,American Association,Indianapolis,1979_AmericanAssociation_Indianapolis,19,0,0,0,0,0,0,0,0,0
109384,2006,AAA,MiLB,International,Indianapolis,2006_International_Indianapolis,16,0,0,0,0,0,0,0,0,0
109384,2008,AAA,MiLB,International,Indianapolis,2008_International_Indianapolis,7,0,0,0,0,0,0,0,0,0
109384,2009,AAA,MiLB,International,Indianapolis,2009_International_Indianapolis,15,0,0,0,0,0,0,0,0,0
109491,2003,AAA,MiLB,International,Indianapolis,2003_International_Indianapolis,2,0,0,0,0,0,0,0,0,0
109693,1999,AAA,MiLB,International,Indianapolis,1999_International_Indianapolis,4,0,0,0,0,0,0,0,0,0
109725,2006,AAA,MiLB,International,Indianapolis,2006_International_Indianapolis,8,0,0,0,0,0,0,0,0,0
109725,2007,AAA,MiLB,International,Indianapolis,2007_International_Indianapolis,15,0,0,0,0,0,0,0,0,0
109951,2005,AAA,MiLB,International,Indianapolis,2005_International_Indianapolis,32,0,0,0,0,0,0,0,0,0
109979,1978,AAA,MiLB,American Association,Indianapolis,1978_AmericanAssociation_Indianapolis,0,0,0,1,0,0,124,0,0,0
109994,2013,AAA,MiLB,International,Indianapolis,2013_International_Indianapolis,14,0,0,0,0,0,0,0,0,0
109994,2014,AAA,MiLB,International,Indianapolis,2014_International_Indianapolis,1,0,0,0,0,0,0,0,0,0
110099,2002,AAA,MiLB,International,Indianapolis,2002_International_Indianapolis,0,0,0,27,4,10,0,0,0,0
110099,2003,AAA,MiLB,International,Indianapolis,2003_International_Indianapolis,0,0,0,23,0,105,0,0,0,0
110099,2004,AAA,MiLB,International,Indianapolis,2004_International_Indianapolis,3,0,0,23,20,65,0,0,0,0
110109,1977,AAA,MiLB,American Association,Indianapolis,1977_AmericanAssociation_Indianapolis,0,3,0,0,0,0,0,0,0,0
110458,1963,AAA,MiLB,International,Indianapolis,1963_International_Indianapolis,0,0,0,0,0,0,130,0,0,0
110458,1965,AAA,MiLB,Pacific Coast,Indianapolis,1965_PacificCoast_Indianapolis,0,0,0,0,0,0,48,0,0,0
110530,2003,AAA,MiLB,International,Indianapolis,2003_International_Indianapolis,0,0,0,0,2,0,0,0,0,0
110530,2004,AAA,MiLB,International,Indianapolis,2004_International_Indianapolis,0,0,0,0,5,0,0,0,0,0
110617,2005,AAA,MiLB,International,Indianapolis,2005_International_Indianapolis,0,0,2,0,39,0,0,0,0,0
110696,1960,AAA,MiLB,American Association,Indianapolis,1960_AmericanAssociation_Indianapolis,10,0,0,0,0,0,0,0,0,0
110749,2001,AAA,MiLB,International,Indianapolis,2001_International_Indianapolis,0,0,0,0,0,0,16,11,0,5
110753,2013,AAA,MiLB,International,Indianapolis,2013_International_Indianapolis,21,0,0,0,0,0,0,0,0,0
110753,2014,AAA,MiLB,International,Indianapolis,2014_International_Indianapolis,12,0,0,0,0,0,0,0,0,0
110782,1969,AAA,MiLB,American Association,Indianapolis,1969_AmericanAssociation_Indianapolis,19,0,0,0,0,0,0,0,0,0
110806,1987,AAA,MiLB,American Association,Indianapolis,1987_AmericanAssociation_Indianapolis,19,0,0,0,0,0,0,0,0,0
110806,1988,AAA,MiLB,American Association,Indianapolis,1988_AmericanAssociation_Indianapolis,2,0,0,0,0,0,0,0,0,0
110814,2011,AAA,MiLB,International,Indianapolis,2011_International_Indianapolis,24,0,0,0,0,0,0,0,0,0
110847,2003,AAA,MiLB,International,Indianapolis,2003_International_Indianapolis,18,0,0,0,0,0,0,0,0,0
111059,1987,AAA,MiLB,American Association,Indianapolis,1987_AmericanAssociation_Indianapolis,0,5,0,0,0,0,0,0,0,0
111059,1988,AAA,MiLB,American Association,Indianapolis,1988_AmericanAssociation_Indianapolis,0,7,0,0,0,0,0,0,0,0
111063,1990,AAA,MiLB,American Association,Indianapolis,1990_AmericanAssociation_Indianapolis,0,6,1,0,0,0,6,0,0,0
111180,1990,AAA,MiLB,American Association,Indianapolis,1990_AmericanAssociation_Indianapolis,0,0,0,0,0,0,53,0,0,0
111190,2011,AAA,MiLB,International,Indianapolis,2011_International_Indianapolis,5,0,0,0,0,0,0,0,0,0
