id_person,DoB,PoB_ID,City,State,Country,Region,Group,Lat,Long
259148,1995,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
259951,1994,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
260828,1993,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267298,1995,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267300,1995,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267326,1997,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267373,1997,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267374,1998,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267400,1995,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267407,1998,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267434,1996,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267441,1998,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267450,1997,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267458,1995,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267475,1997,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267494,1998,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267583,1996,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267698,1996,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267924,1997,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
267995,1996,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
268358,1996,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
268523,1996,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
268558,1997,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
269479,1997,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
269529,1997,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
269580,1996,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
270068,1997,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
270913,1998,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
271691,1996,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
271914,1997,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
271919,1997,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
272015,1995,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
289414,1995,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
289462,1997,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
289479,1999,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
289481,1998,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
289488,1997,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
289520,1996,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
289567,1999,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
289572,1996,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
289648,1999,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
290219,1999,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
290220,1998,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
290229,1997,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
290232,1996,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
290255,1998,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
290321,1998,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
290841,1998,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
290870,1998,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
290892,1998,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
291429,1995,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
292264,1999,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
292276,1998,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
292343,1999,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
292709,1999,Bani_Peravia_DO,Bani,Peravia,DO,Caribbean,Latin America and the Caribbean,18.27772,-70.332075
128480,1974,Bani_PR,Bani,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
20983,1983,Banica_DO,Banica,,DO,Caribbean,Latin America and the Caribbean,19.081623,-71.703044
91334,1990,Banica_DO,Banica,,DO,Caribbean,Latin America and the Caribbean,19.081623,-71.703044
154055,1987,Banica_DO,Banica,,DO,Caribbean,Latin America and the Caribbean,19.081623,-71.703044
231890,1993,Banica_DO,Banica,,DO,Caribbean,Latin America and the Caribbean,19.081623,-71.703044
256332,1995,Banica_DO,Banica,,DO,Caribbean,Latin America and the Caribbean,19.081623,-71.703044
258288,1996,Banica_DO,Banica,,DO,Caribbean,Latin America and the Caribbean,19.081623,-71.703044
293450,1996,Banica_DO,Banica,,DO,Caribbean,Latin America and the Caribbean,19.081623,-71.703044
36199,1973,Baoruco_DO,Baoruco,,DO,Caribbean,Latin America and the Caribbean,18.076628,-71.095221
5036,1972,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
9265,1976,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
13864,1972,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
23030,1990,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
23345,1983,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
24844,1977,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
30254,1985,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
31759,1990,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
33268,1991,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
34273,1993,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
40019,1981,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
52105,1993,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
52318,1988,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
66510,1983,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
68407,1990,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
69305,1986,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
69643,1976,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
72302,1990,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
75448,1988,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
80955,1989,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
85288,1976,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
88917,1989,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
90038,1989,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
95387,1980,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
106001,1975,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
110318,1980,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
111035,1975,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
111499,1941,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
112533,1990,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
114864,1982,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
116636,1947,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
117480,1991,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
124848,1990,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
128949,1983,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
130091,1962,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
133392,1981,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
151110,1990,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
155285,1990,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
156965,1958,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
166599,1982,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
167168,1974,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
167975,1984,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
168160,1985,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
171411,1978,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
173733,1990,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
173870,1992,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
177208,1977,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
178165,1986,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
187988,1994,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
189398,1994,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
224678,1994,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
224762,1992,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
225143,1993,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
226836,1993,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
238741,1993,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
239917,1994,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
256416,1994,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
257069,1995,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
257195,1994,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
258223,1994,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
260925,1994,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
267605,1996,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
267708,1996,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
267942,1995,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
271013,1996,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
289585,1999,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
294159,1996,Barahona_Barahona_DO,Barahona,Barahona,DO,Caribbean,Latin America and the Caribbean,18.210189,-71.101232
224839,1993,Barbacoas_Aragua_VE,Barbacoas,Aragua,VE,South America,Latin America and the Caribbean,9.478877,-66.976025
10979,1983,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
12601,1927,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
13620,1988,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
17677,1956,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
19279,1990,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
20017,1989,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
22907,1990,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
27330,1991,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
29758,1981,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
33421,1988,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
34798,1989,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
36869,1982,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
37444,1987,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
41950,1992,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
44745,1992,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
52055,1990,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
57657,1984,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
58554,1989,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
59563,1987,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
66071,1990,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
68281,1984,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
68679,1983,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
69329,1947,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
74705,1990,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
74764,1979,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
76631,1985,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
91434,1991,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
99933,1987,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
99956,1991,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
101331,1980,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
102349,1984,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
106914,1987,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
114020,1986,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
115884,1984,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
116745,1985,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
120269,1992,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
123296,1983,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
126981,1985,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
128092,1991,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
132969,1973,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
133730,1990,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
136895,1980,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
137368,1993,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
139590,1990,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
145151,1993,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
146020,1990,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
147141,1988,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
148777,1981,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
150337,1986,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
157694,1983,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
169591,1983,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
181516,1992,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
182843,1982,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
187305,1993,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
187502,1992,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
194379,1992,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
223196,1995,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
224714,1994,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
224766,1995,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
224932,1995,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
225468,1994,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
225909,1994,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
226489,1993,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
237668,1996,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
237708,1995,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
237709,1996,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
237751,1995,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
237881,1995,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
238106,1993,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
238553,1994,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
239132,1994,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
257199,1995,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
267222,1997,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
267508,1997,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
267519,1998,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
267648,1998,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
267704,1998,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
290184,1998,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
290226,1999,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
290326,1996,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
290353,1999,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
290853,1997,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
292267,1996,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
293086,1997,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
293212,1999,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
294444,1997,Barcelona_Anzoategui_VE,Barcelona,Anzoategui,VE,South America,Latin America and the Caribbean,10.137301,-64.686253
38925,1977,Barcelona_MX,Barcelona,,MX,Central America,Latin America and the Caribbean,22.500049,-100.000037
120658,1935,Barceloneta_PR,Barceloneta,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
161828,1952,Barceloneta_PR,Barceloneta,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
226187,1991,Barceloneta_PR,Barceloneta,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
257554,1996,Barceloneta_PR,Barceloneta,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
23908,1990,Barinas_Barinas_VE,Barinas,Barinas,VE,South America,Latin America and the Caribbean,8.637516,-70.230498
24464,1981,Barinas_Barinas_VE,Barinas,Barinas,VE,South America,Latin America and the Caribbean,8.637516,-70.230498
36550,1992,Barinas_Barinas_VE,Barinas,Barinas,VE,South America,Latin America and the Caribbean,8.637516,-70.230498
41145,1989,Barinas_Barinas_VE,Barinas,Barinas,VE,South America,Latin America and the Caribbean,8.637516,-70.230498
43805,1987,Barinas_Barinas_VE,Barinas,Barinas,VE,South America,Latin America and the Caribbean,8.637516,-70.230498
