PoB_ID,City,State,Country,Region,Group,Lat,Long
Manati_PR,Manati,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Manatt_PR,Manatt,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Manchester_CT_US,Manchester,CT,US,Northern America,Northern America,41.775932,-72.521475
Manchester_Manchester_GB,Manchester,Manchester,GB,Northern Europe,Europe,53.47913,-2.244101
Manchester_NH_US,Manchester,NH,US,Northern America,Northern America,42.99564,-71.454789
Manchester_TN_US,Manchester,TN,US,Northern America,Northern America,35.481743,-86.088599
Mandan_ND_US,Mandan,ND,US,Northern America,Northern America,46.826437,-100.889654
Mandeville_LA_US,Mandeville,LA,US,Northern America,Northern America,30.387861,-90.091894
Mandinga_Veracruz_MX,Mandinga,Veracruz,MX,Central America,Latin America and the Caribbean,19.048611,-96.073056
Maneadero_BajaCalifornia_MX,Maneadero,Baja California,MX,Central America,Latin America and the Caribbean,31.724144,-116.572033
Manford_OK_US,Manford,OK,US,Northern America,Northern America,34.955082,-97.268406
Mangham_LA_US,Mangham,LA,US,Northern America,Northern America,32.309037,-91.774848
Mangum_OK_US,Mangum,OK,US,Northern America,Northern America,34.872004,-99.504256
Manhasset_NY_US,Manhasset,NY,US,Northern America,Northern America,40.797879,-73.699575
Manhattan_KS_US,Manhattan,KS,US,Northern America,Northern America,39.183608,-96.571669
Manhattan_NY_US,Manhattan,NY,US,Northern America,Northern America,40.790278,-73.959722
ManhattanBeach_CA_US,Manhattan Beach,CA,US,Northern America,Northern America,33.895084,-118.400015
Manicuare_VE,Manicuare,,VE,South America,Latin America and the Caribbean,10.554643,-64.205132
Manila_AR_US,Manila,AR,US,Northern America,Northern America,35.880073,-90.167039
Manila_PH,Manila,,PH,Southeastern Asia,Asia,14.590622,120.97997
Manilia_BR,Manila,,BR,South America,Latin America and the Caribbean,-10.333333,-53.2
Manistee_MI_US,Manistee,MI,US,Northern America,Northern America,44.244447,-86.324253
Manitiwee_WI_US,Manitiwee,WI,US,Northern America,Northern America,44.430898,-89.688464
Manitowoc_WI_US,Manitowoc,WI,US,Northern America,Northern America,44.088606,-87.657584
Mankato_MN_US,Mankato,MN,US,Northern America,Northern America,44.163466,-93.99935
ManlioFabioAltamirano_Veracruz_MX,Manlio Fabio Altamirano,Veracruz,MX,Central America,Latin America and the Caribbean,21.989722,-98.421389
Manning_SC_US,Manning,SC,US,Northern America,Northern America,33.695163,-80.210913
Manoguayabo_DistritoNacional_DO,Manoguayabo,,DO,Caribbean,Latin America and the Caribbean,18.482111,-70.024553
Mansfield_CT_US,Mansfield,CT,US,Northern America,Northern America,33.93296,-83.435042
Mansfield_LA_US,Mansfield,LA,US,Northern America,Northern America,40.75839,-82.515447
Mansfield_MA_US,Mansfield,MA,US,Northern America,Northern America,42.033433,-71.21894
Mansfield_OH_US,Mansfield,OH,US,Northern America,Northern America,40.75839,-82.515447
Mansfield_TX_US,Mansfield,TX,US,Northern America,Northern America,32.563192,-97.141677
Mantai_PR,Mantai,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Manteca_CA_US,Manteca,CA,US,Northern America,Northern America,37.798618,-121.211715
Mantee_MS_US,Mantee,MS,US,Northern America,Northern America,33.731506,-89.05534
Mantorville_MN_US,Mantorville,MN,US,Northern America,Northern America,44.069131,-92.755746
Manzanillo_DO,Manzanillo,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
Manzanillo_Granma_CU,Manzanillo,Granma,CU,Caribbean,Latin America and the Caribbean,20.34462,-77.118937
Mao_Valverde_DO,Mao,Valverde,DO,Caribbean,Latin America and the Caribbean,19.551625,-71.076942
MapleCreek_SK_CA,Maple Creek,SK,CA,Northern America,Northern America,49.905976,-109.479163
MapleGrove_MN_US,Maple Grove,MN,US,Northern America,Northern America,45.07598,-93.456105
MaplePark_IL_US,Maple Park,IL,US,Northern America,Northern America,41.907528,-88.599249
MapleRidge_BC_CA,Maple Ridge,BC,CA,Northern America,Northern America,49.219266,-122.601468
MapleValley_WA_US,Maple Valley,WA,US,Northern America,Northern America,47.366423,-122.043713
Maplewood_MN_US,Maplewood,MN,US,Northern America,Northern America,44.953022,-92.995215
Maplewood_NJ_US,Maplewood,NJ,US,Northern America,Northern America,40.731212,-74.273481
Maracaibo_DO,Maracaibo,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
Maracaibo_Zulia_VE,Maracaibo,,VE,South America,Latin America and the Caribbean,10.665156,-71.623075
Maracay_Aragua_VE,Maracay,Aragua,VE,South America,Latin America and the Caribbean,10.251366,-67.601724
Maracay_DO,Maracay,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
Marana_AZ_US,Marana,AZ,US,Northern America,Northern America,32.436738,-111.225382
Marburg_Hesse_DE,Marburg,Hesse,DE,Western Europe,Europe,50.811733,8.775774
Marcellus_NY_US,Marcellus,NY,US,Northern America,Northern America,42.955655,-76.324942
MarcusHook_PA_US,Marcus Hook,PA,US,Northern America,Northern America,39.819447,-75.418661
Maremare_VE,Maremare,,VE,South America,Latin America and the Caribbean,10.329235,-63.517112
Margarita_DO,Margarita,,DO,Caribbean,Latin America and the Caribbean,18.576236,-69.218726
Margarita_NuevaEsparta_VE,Margarita,,VE,South America,Latin America and the Caribbean,6.756436,-69.456649
Margate_FL_US,Margate,FL,US,Northern America,Northern America,26.242509,-80.214148
MarialaBaja_Bolivar_CO,Maria la Baja,Bolivar,CO,South America,Latin America and the Caribbean,9.984048,-75.301951
Marianado_CU,Marianado,,CU,Caribbean,Latin America and the Caribbean,23.013134,-80.832875
Marianao_LaHabana_CU,Marianao,,CU,Caribbean,Latin America and the Caribbean,23.073455,-82.430632
Marianna_AR_US,Marianna,AR,US,Northern America,Northern America,34.773708,-90.757611
Marianna_FL_US,Marianna,FL,US,Northern America,Northern America,30.77436,-85.226873
Mariara_Carabobo_VE,Mariara,Carabobo,VE,South America,Latin America and the Caribbean,10.280343,-67.686595
MariaTrinidad_DO,Maria Trinidad,,DO,Caribbean,Latin America and the Caribbean,18.519189,-69.876324
Mariemont_OH_US,Mariemont,OH,US,Northern America,Northern America,39.145523,-84.374388
Marietta_GA_US,Marietta,GA,US,Northern America,Northern America,33.952847,-84.549615
Marietta_OH_US,Marietta,OH,US,Northern America,Northern America,39.428732,-81.454864
Marilia_SaoPaulo_BR,Marilia,Sao Paulo,BR,South America,Latin America and the Caribbean,-22.217108,-49.95006
Marin_CA_US,Marin,CA,US,Northern America,Northern America,37.868538,-122.50914
Marinette_WI_US,Marinette,WI,US,Northern America,Northern America,45.099959,-87.630726
Marion_IA_US,Marion,IA,US,Northern America,Northern America,42.034166,-91.597677
Marion_IL_US,Marion,IL,US,Northern America,Northern America,37.730605,-88.933126
Marion_IN_US,Marion,IN,US,Northern America,Northern America,40.558374,-85.659144
Marion_NC_US,Marion,NC,US,Northern America,Northern America,35.684013,-82.009274
Marion_OH_US,Marion,OH,US,Northern America,Northern America,40.58867,-83.128524
Marion_VA_US,Marion,VA,US,Northern America,Northern America,36.834838,-81.514837
Marion_WI_US,Marion,WI,US,Northern America,Northern America,44.670812,-88.889272
MarionCounty_SC_US,Marion County,SC,US,Northern America,Northern America,34.178216,-79.400607
Mariposa_CA_US,Mariposa,CA,US,Northern America,Northern America,37.484938,-119.966284
Marissa_IL_US,Marissa,IL,US,Northern America,Northern America,38.250048,-89.750099
Markham_ON_CA,Markham,ON,CA,Northern America,Northern America,43.853917,-79.324255
Marksville_LA_US,Marksville,LA,US,Northern America,Northern America,31.127965,-92.066236
Marlboro_MA_US,Marlboro,MA,US,Northern America,Northern America,42.716759,-70.97311
Marlborough_MA_US,Marlborough,MA,US,Northern America,Northern America,42.345927,-71.552287
Marlin_TX_US,Marlin,TX,US,Northern America,Northern America,31.306287,-96.898044
Marlow_OK_US,Marlow,OK,US,Northern America,Northern America,34.648132,-97.958093
Marlton_NJ_US,Marlton,NJ,US,Northern America,Northern America,39.891225,-74.921832
Marmolejos_DO,Marmolejos,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
Marquette_MI_US,Marquette,MI,US,Northern America,Northern America,46.543491,-87.396433
Marrero_LA_US,Marrero,LA,US,Northern America,Northern America,29.899372,-90.100351
Marriottsville_MD_US,Marriottsville,MD,US,Northern America,Northern America,39.350196,-76.899381
Marshall_IL_US,Marshall,IL,US,Northern America,Northern America,35.908964,-92.631275
Marshall_MI_US,Marshall,MI,US,Northern America,Northern America,39.123078,-93.19687
Marshall_MN_US,Marshall,MN,US,Northern America,Northern America,44.446929,-95.788351
Marshall_MO_US,Marshall,MO,US,Northern America,Northern America,39.123078,-93.19687
Marshall_MS_US,Marshall,MS,US,Northern America,Northern America,32.971565,-89.73485
Marshall_TX_US,Marshall,TX,US,Northern America,Northern America,32.545027,-94.367287
Marshalltown_IA_US,Marshalltown,IA,US,Northern America,Northern America,42.044812,-92.910396
Marshfield_MO_US,Marshfield,MO,US,Northern America,Northern America,37.338658,-92.907121
Marshfield_WI_US,Marshfield,WI,US,Northern America,Northern America,44.668852,-90.171799
Martin_TN_US,Martin,TN,US,Northern America,Northern America,36.343397,-88.850338
Martindale_TX_US,Martindale,TX,US,Northern America,Northern America,29.845499,-97.840836
Martinez_CA_US,Martinez,CA,US,Northern America,Northern America,38.019366,-122.134132
Martinsburg_PA_US,Martinsburg,PA,US,Northern America,Northern America,40.311188,-78.32418
Martinsburg_WV_US,Martinsburg,WV,US,Northern America,Northern America,39.456076,-77.963771
MartinsFerry_OH_US,Martins Ferry,OH,US,Northern America,Northern America,40.095906,-80.724526
Martinsville_IN_US,Martinsville,IN,US,Northern America,Northern America,39.427825,-86.428328
Martinsville_VA_US,Martinsville,VA,US,Northern America,Northern America,36.691526,-79.872539
Martinsville_WV_US,Martinsville,WV,US,Northern America,Northern America,39.644521,-80.857599
Marvell_AR_US,Marvell,AR,US,Northern America,Northern America,34.555656,-90.912893
MarylandHeights_MO_US,Maryland Heights,MO,US,Northern America,Northern America,38.713107,-90.42984
Marysville_CA_US,Marysville,CA,US,Northern America,Northern America,39.145725,-121.591352
Marysville_KS_US,Marysville,KS,US,Northern America,Northern America,39.841113,-96.647242
Marysville_MI_US,Marysville,MI,US,Northern America,Northern America,42.912531,-82.48686
Marysville_OH_US,Marysville,OH,US,Northern America,Northern America,40.236449,-83.367143
Marysville_WA_US,Marysville,WA,US,Northern America,Northern America,48.062743,-122.163336
Maryvale_AZ_US,Maryvale,AZ,US,Northern America,Northern America,33.501986,-112.177652
Maryville_IL_US,Maryville,IL,US,Northern America,Northern America,40.346102,-94.872471
Maryville_MO_US,Maryville,MO,US,Northern America,Northern America,40.346102,-94.872471
Maryville_TN_US,Maryville,TN,US,Northern America,Northern America,35.756472,-83.970459
Masaya_NI,Masaya,,NI,Central America,Latin America and the Caribbean,11.976396,-86.088261
Mason_OH_US,Mason,OH,US,Northern America,Northern America,39.360059,-84.309939
MasonCity_IA_US,Mason City,IA,US,Northern America,Northern America,43.153573,-93.201037
MasonCity_IL_US,Mason City,IL,US,Northern America,Northern America,41.223064,-99.300375
Masonville_IA_US,Masonville,IA,US,Northern America,Northern America,42.479359,-91.591148
Massapequa_NY_US,Massapequa,NY,US,Northern America,Northern America,40.680656,-73.474291
MassapequaPark_NY_US,Massapequa Park,NY,US,Northern America,Northern America,40.680379,-73.455124
Massena_NY_US,Massena,NY,US,Northern America,Northern America,44.928105,-74.891865
Massillon_OH_US,Massillon,OH,US,Northern America,Northern America,40.796724,-81.521509
MatadePalma_DO,Mata de Palma,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
Matagalpa_NI,Matagalpa,,NI,Central America,Latin America and the Caribbean,12.923069,-85.918418
Matamoros_Coahuila_MX,Matamoros,Coahuila,MX,Central America,Latin America and the Caribbean,25.529287,-103.231997
Matamoros_Tamaulipas_MX,Matamoros,Tamaulipas,MX,Central America,Latin America and the Caribbean,25.870474,-97.506676
Matanza_DO,Matanza,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
Matanzas_Matanzas_CU,Matanzas,,CU,Caribbean,Latin America and the Caribbean,23.046993,-81.579315
MataPalacio_DO,Mata Palacio,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
Matas_DO,Matas,,DO,Caribbean,Latin America and the Caribbean,18.872233,-71.517032
Matawan_NJ_US,Matawan,NJ,US,Northern America,Northern America,40.41483,-74.229589
Matheun_MA_US,Matheun,MA,US,Northern America,Northern America,42.378877,-72.032366
Mathews_AL_US,Mathews,AL,US,Northern America,Northern America,32.265421,-86.003846
Matino_IT,Matino,,IT,Southern Europe,Europe,40.032433,18.133886
Mattapoisett_MA_US,Mattapoisett,MA,US,Northern America,Northern America,41.658438,-70.816147
Matthews_NC_US,Matthews,NC,US,Northern America,Northern America,35.116813,-80.72368
Mattoon_IL_US,Mattoon,IL,US,Northern America,Northern America,39.484282,-88.377328
Maturin_Monagas_VE,Maturin,Monagas,VE,South America,Latin America and the Caribbean,9.745229,-63.179987
Maui_HI_US,Maui,HI,US,Northern America,Northern America,20.698295,-156.426724
Mauldin_SC_US,Mauldin,SC,US,Northern America,Northern America,34.77873,-82.310119
Maumee_OH_US,Maumee,OH,US,Northern America,Northern America,41.562829,-83.653824
Maunabo_PR,Maunabo,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Mauriceville_TX_US,Mauriceville,TX,US,Northern America,Northern America,30.203542,-93.866282
Mauston_WI_US,Mauston,WI,US,Northern America,Northern America,43.797195,-90.077349
MaxMeadows_VA_US,Max Meadows,VA,US,Northern America,Northern America,36.970398,-80.949525
Maxton_NC_US,Maxton,NC,US,Northern America,Northern America,34.735162,-79.348932
Mayaguez_PR,Mayaguez,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
MayaguezCity_PR,Mayaguez City,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Mayari_CU,Mayari,,CU,Caribbean,Latin America and the Caribbean,20.659038,-75.679926
Mayerville_KY_US,Mayerville,KY,US,Northern America,Northern America,37.572603,-85.155141
Mayfield_NY_US,Mayfield,NY,US,Northern America,Northern America,43.104517,-74.264856
Mayfield_OH_US,Mayfield,OH,US,Northern America,Northern America,41.541872,-81.439452
Mayo_FL_US,Mayo,FL,US,Northern America,Northern America,30.053001,-83.174858
Maysville_KY_US,Maysville,KY,US,Northern America,Northern America,38.641185,-83.744365
Maysville_NC_US,Maysville,NC,US,Northern America,Northern America,34.904881,-77.231344
Maywood_CA_US,Maywood,CA,US,Northern America,Northern America,33.986681,-118.185349
Maywood_IL_US,Maywood,IL,US,Northern America,Northern America,41.879198,-87.843115
Mazatlan_Sinaloa_MX,Mazatlan,Sinaloa,MX,Central America,Latin America and the Caribbean,23.223437,-106.416192
Mazatlan_Sonora_MX,Mazatlan,Sonora,MX,Central America,Latin America and the Caribbean,29.333333,-110.666667
Mbabne_SZ,Mbabne,,SZ,Southern Africa,Africa,-26.562481,31.399132
McAlester_OK_US,McAlester,OK,US,Northern America,Northern America,34.933498,-95.769793
McAllen_TX_US,McAllen,TX,US,Northern America,Northern America,26.204369,-98.230082
McArthur_OH_US,McArthur,OH,US,Northern America,Northern America,39.24646,-82.47849
McCalla_AL_US,McCalla,AL,US,Northern America,Northern America,33.306232,-87.024166
McCandless_PA_US,McCandless,PA,US,Northern America,Northern America,40.583365,-80.028268
McClellandtown_PA_US,McClellandtown,PA,US,Northern America,Northern America,39.887021,-79.866717
McCloud_CA_US,McCloud,CA,US,Northern America,Northern America,41.255712,-122.139449
McClure_IL_US,McClure,IL,US,Northern America,Northern America,35.651437,-99.305653
McClure_PA_US,McClure,PA,US,Northern America,Northern America,40.103962,-79.553927
McComas_WV_US,McComas,WV,US,Northern America,Northern America,37.390116,-81.291489
McComb_MS_US,McComb,MS,US,Northern America,Northern America,31.243787,-90.453154
McConnellsburg_PA_US,McConnellsburg,PA,US,Northern America,Northern America,39.932589,-77.998891
McCook_IL_US,McCook,IL,US,Northern America,Northern America,40.201948,-100.625708
McCook_NE_US,McCook,NE,US,Northern America,Northern America,40.201542,-100.625654
McDonough_GA_US,McDonough,GA,US,Northern America,Northern America,33.447336,-84.146862
McGehee_AR_US,McGehee,AR,US,Northern America,Northern America,33.628999,-91.399564
McHenry_IL_US,McHenry,IL,US,Northern America,Northern America,42.333355,-88.266753
McIntosh_AL_US,McIntosh,AL,US,Northern America,Northern America,31.266282,-88.03139
McKeesport_PA_US,McKeesport,PA,US,Northern America,Northern America,40.347847,-79.864215
McKeesRocks_PA_US,McKees Rocks,PA,US,Northern America,Northern America,40.465624,-80.065611
McKenzie_TN_US,McKenzie,TN,US,Northern America,Northern America,36.132562,-88.518664
McKinney_TX_US,McKinney,TX,US,Northern America,Northern America,33.19765,-96.615447
McLouth_KS_US,McLouth,KS,US,Northern America,Northern America,39.195833,-95.208303
McMechen_WV_US,McMechen,WV,US,Northern America,Northern America,39.988129,-80.731472
McMinnville_OR_US,McMinnville,OR,US,Northern America,Northern America,45.210984,-123.197585
McMinnville_TN_US,McMinnville,TN,US,Northern America,Northern America,35.683404,-85.769982
McMurray_PA_US,McMurray,PA,US,Northern America,Northern America,40.279005,-80.083861
McPherson_KS_US,McPherson,KS,US,Northern America,Northern America,38.370842,-97.664209
McRae_GA_US,McRae,GA,US,Northern America,Northern America,32.067954,-82.900699
McRain_MI_US,McRain,MI,US,Northern America,Northern America,43.621196,-84.682435
McRoberts_KY_US,McRoberts,KY,US,Northern America,Northern America,37.207604,-82.671823
McSherrystown_PA_US,McSherrystown,PA,US,Northern America,Northern America,39.807322,-77.01137
MD_US,,MD,US,Northern America,Northern America,39.516223,-76.938207
Mead_WA_US,Mead,WA,US,Northern America,Northern America,47.767392,-117.354939
Meadowbrook_NY_US,Meadowbrook,NY,US,Northern America,Northern America,43.039988,-76.100981
Meadowbrook_PA_US,Meadowbrook,PA,US,Northern America,Northern America,33.183452,-87.534728
MeadowLake_SK_CA,Meadow Lake,SK,CA,Northern America,Northern America,54.129722,-108.434722
Meadows_MD_US,Meadows,MD,US,Northern America,Northern America,38.815669,-76.849416
Meadville_MS_US,Meadville,MS,US,Northern America,Northern America,31.472393,-90.896768
Meadville_PA_US,Meadville,PA,US,Northern America,Northern America,41.641445,-80.151449
Mebane_NC_US,Mebane,NC,US,Northern America,Northern America,36.095972,-79.266962
Mecca_OH_US,Mecca,OH,US,Northern America,Northern America,41.389501,-80.737025
Mechanicsburg_PA_US,Mechanicsburg,PA,US,Northern America,Northern America,40.210197,-77.004728
Mechanicsburg_VA_US,Mechanicsburg,VA,US,Northern America,Northern America,37.148175,-80.941192
Mechanicsville_VA_US,Mechanicsville,VA,US,Northern America,Northern America,37.628341,-77.354416
MecklenburgCounty_NC_US,Mecklenburg County,NC,US,Northern America,Northern America,35.672964,-79.039292
Medellin_Antioquia_CO,Medellin,Antioquia,CO,South America,Latin America and the Caribbean,6.244338,-75.573553
Medfield_MA_US,Medfield,MA,US,Northern America,Northern America,42.186561,-71.30546
Medford_CT_US,Medford,CT,US,Northern America,Northern America,40.817599,-73.000107
Medford_MA_US,Medford,MA,US,Northern America,Northern America,42.41843,-71.106164
Medford_NJ_US,Medford,NJ,US,Northern America,Northern America,39.900947,-74.823496
Medford_NY_US,Medford,NY,US,Northern America,Northern America,40.817599,-73.000107
Medford_OR_US,Medford,OR,US,Northern America,Northern America,42.326418,-122.87186
Medford_WI_US,Medford,WI,US,Northern America,Northern America,45.138859,-90.346116
Media_PA_US,Media,PA,US,Northern America,Northern America,39.916778,-75.387693
MedicineHat_AB_CA,Medicine Hat,AB,CA,Northern America,Northern America,50.041536,-110.677546
Medway_OH_US,Medway,OH,US,Northern America,Northern America,39.882004,-84.009657
MeigsCounty_TN_US,Meigs County,TN,US,Northern America,Northern America,35.687295,-84.710218
Melbourne_FL_US,Melbourne,FL,US,Northern America,Northern America,28.083627,-80.608109
Melbourne_Victoria_AU,Melbourne,,AU,Australia and New Zealand,Oceania,-37.814218,144.963161
MelbourneBeach_FL_US,Melbourne Beach,FL,US,Northern America,Northern America,28.06835,-80.56033
Mella_Duverge_DO,Mella,,DO,Caribbean,Latin America and the Caribbean,18.359483,-71.417187
Melrose_MA_US,Melrose,MA,US,Northern America,Northern America,42.456432,-71.064182
MelrosePark_IL_US,Melrose Park,IL,US,Northern America,Northern America,41.900587,-87.856728
Melville_SK_CA,Melville,SK,CA,Northern America,Northern America,50.930352,-102.804657
Melvindale_MI_US,Melvindale,MI,US,Northern America,Northern America,42.282538,-83.175203
Memphis_TN_US,Memphis,TN,US,Northern America,Northern America,35.149022,-90.051628
Mena_AR_US,Mena,AR,US,Northern America,Northern America,34.586217,-94.239655
Mena_DO,Mena,,DO,Caribbean,Latin America and the Caribbean,18.334303,-71.200875
Menasha_WI_US,Menasha,WI,US,Northern America,Northern America,44.202229,-88.446536
Mendham_NJ_US,Mendham,NJ,US,Northern America,Northern America,40.775933,-74.600714
Mendota_IL_US,Mendota,IL,US,Northern America,Northern America,41.547255,-89.117585
Mendoza_DO,Mendoza,,DO,Caribbean,Latin America and the Caribbean,18.502452,-69.847099
MenloPark_CA_US,Menlo Park,CA,US,Northern America,Northern America,37.453827,-122.182187
Menominee_MI_US,Menominee,MI,US,Northern America,Northern America,45.107671,-87.614491
Menomonee_WI_US,Menomonee,WI,US,Northern America,Northern America,43.178932,-88.116715
MenomoneeFalls_WI_US,Menomonee Falls,WI,US,Northern America,Northern America,43.178932,-88.116715
Menomonie_WI_US,Menomonie,WI,US,Northern America,Northern America,44.875518,-91.919342
Mentor_OH_US,Mentor,OH,US,Northern America,Northern America,41.666157,-81.339552
Merced_CA_US,Merced,CA,US,Northern America,Northern America,37.302957,-120.484327
MercedCounty_CA_US,Merced County,CA,US,Northern America,Northern America,37.302957,-120.484327
Mercedes_TX_US,Mercedes,TX,US,Northern America,Northern America,26.149798,-97.913611
Merida_Merida_VE,Merida,Merida,VE,South America,Latin America and the Caribbean,8.597429,-71.144303
Merida_Yucatan_MX,Merida,Yucatan,MX,Central America,Latin America and the Caribbean,20.967141,-89.6237
Meriden_CT_US,Meriden,CT,US,Northern America,Northern America,41.508362,-72.81395
Meridian_ID_US,Meridian,ID,US,Northern America,Northern America,43.60863,-116.392326
Meridian_MD_US,Meridian,MD,US,Northern America,Northern America,39.516223,-76.938207
Meridian_MS_US,Meridian,MS,US,Northern America,Northern America,32.36431,-88.703656
Merriam_KS_US,Merriam,KS,US,Northern America,Northern America,39.023617,-94.69357
Merrick_NY_US,Merrick,NY,US,Northern America,Northern America,40.66288,-73.551516
Merrill_WI_US,Merrill,WI,US,Northern America,Northern America,45.180522,-89.683459
Merrillville_IN_US,Merrillville,IN,US,Northern America,Northern America,41.482814,-87.332814
MerrittIsland_FL_US,Merritt Island,FL,US,Northern America,Northern America,28.539165,-80.671996
Mertzon_TX_US,Mertzon,TX,US,Northern America,Northern America,31.259914,-100.820683
Mesa_AZ_US,Mesa,AZ,US,Northern America,Northern America,33.436188,-111.586066
Meshoppen_PA_US,Meshoppen,PA,US,Northern America,Northern America,41.614243,-76.046592
Mesquite_TX_US,Mesquite,TX,US,Northern America,Northern America,32.76661,-96.599472
Metairie_LA_US,Metairie,LA,US,Northern America,Northern America,30.001852,-90.176715
Methuen_MA_US,Methuen,MA,US,Northern America,Northern America,42.726202,-71.190892
Metropolis_IL_US,Metropolis,IL,US,Northern America,Northern America,37.151166,-88.731998
Mexia_TX_US,Mexia,TX,US,Northern America,Northern America,31.67989,-96.482203
Mexicali_BajaCalifornia_MX,Mexicali,Baja California,MX,Central America,Latin America and the Caribbean,32.62007,-115.44407
Mexico_DistritoFederal_MX,Mexico,Distrito Federal,MX,Central America,Latin America and the Caribbean,19.43253,-99.13321
Mexico_MO_US,Mexico,MO,US,Northern America,Northern America,39.169763,-91.882948
MF,,,MF,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
Miami_AZ_US,Miami,AZ,US,Northern America,Northern America,33.399478,-110.87095
Miami_FL_US,Miami,FL,US,Northern America,Northern America,25.774266,-80.193659
MiamiBeach_FL_US,Miami Beach,FL,US,Northern America,Northern America,25.788144,-80.12727
MiamiLakes_FL_US,Miami Lakes,FL,US,Northern America,Northern America,25.911621,-80.321274
MiamiShores_FL_US,Miami Shores,FL,US,Northern America,Northern America,25.863152,-80.192825
MiamiSprings_FL_US,Miami Springs,FL,US,Northern America,Northern America,25.821848,-80.292708
Miches_Higuey_DO,Miches,,DO,Caribbean,Latin America and the Caribbean,18.983425,-69.048896
MichesdelSeibo_DO,Miches del Seibo,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
MichiganCity_IN_US,Michigan City,IN,US,Northern America,Northern America,41.707539,-86.89503
Middleboro_MA_US,Middleboro,MA,US,Northern America,Northern America,41.893158,-70.911152
Middleburg_NC_US,Middleburg,NC,US,Northern America,Northern America,36.399984,-78.322989
MiddleburgHeights_OH_US,Middleburg Heights,OH,US,Northern America,Northern America,41.36144,-81.812912
Middlebury_VT_US,Middlebury,VT,US,Northern America,Northern America,44.014173,-73.167074
Middleport_OH_US,Middleport,OH,US,Northern America,Northern America,39.001745,-82.048752
Middlesboro_KY_US,Middlesboro,KY,US,Northern America,Northern America,36.608416,-83.716582
Middlesex_CT_US,Middlesex,CT,US,Northern America,Northern America,40.573491,-74.494037
Middlesex_GB,Middlesex,,GB,Northern Europe,Europe,39.78373,-100.445882
Middlesex_NJ_US,Middlesex,NJ,US,Northern America,Northern America,40.573491,-74.494037
Middleton_TN_US,Middleton,TN,US,Northern America,Northern America,35.064532,-88.890892
Middletown_CT_US,Middletown,CT,US,Northern America,Northern America,41.549566,-72.65156
Middletown_DE_US,Middletown,DE,US,Northern America,Northern America,39.449556,-75.716321
Middletown_MD_US,Middletown,MD,US,Northern America,Northern America,39.443712,-77.54471
Middletown_NJ_US,Middletown,NJ,US,Northern America,Northern America,40.178442,-74.893057
Middletown_NY_US,Middletown,NY,US,Northern America,Northern America,41.445927,-74.422934
Middletown_OH_US,Middletown,OH,US,Northern America,Northern America,39.515058,-84.398276
Midland_GA_US,Midland,GA,US,Northern America,Northern America,32.574861,-84.827152
Midland_MI_US,Midland,MI,US,Northern America,Northern America,35.227366,-80.500622
Midland_TX_US,Midland,TX,US,Northern America,Northern America,31.997366,-102.077948
Midlothian_VA_US,Midlothian,VA,US,Northern America,Northern America,37.506267,-77.649268
MidwestCity_OK_US,Midwest City,OK,US,Northern America,Northern America,35.44951,-97.396702
Mifflinburg_PA_US,Mifflinburg,PA,US,Northern America,Northern America,40.917582,-77.04775
Milan_GA_US,Milan,GA,US,Northern America,Northern America,32.0174,-83.062649
Milan_TN_US,Milan,TN,US,Northern America,Northern America,35.919789,-88.758949
MilesCity_MT_US,Miles City,MT,US,Northern America,Northern America,46.408527,-105.840981
Milford_CT_US,Milford,CT,US,Northern America,Northern America,41.222319,-73.056495
Milford_DE_US,Milford,DE,US,Northern America,Northern America,38.913034,-75.428073
Milford_MA_US,Milford,MA,US,Northern America,Northern America,42.139819,-71.516174
Mililani_HI_US,Mililani,HI,US,Northern America,Northern America,21.450831,-158.009578
MilitaryBase_GU,Military Base,,GU,Micronesia,Oceania,39.78373,-100.445882
Millbrae_CA_US,Millbrae,CA,US,Northern America,Northern America,37.598547,-122.387194
Millbrook_AL_US,Millbrook,AL,US,Northern America,Northern America,32.479858,-86.361916
MillCreek_WA_US,Mill Creek,WA,US,Northern America,Northern America,47.857746,-122.221063
MillCreek_WV_US,Mill Creek,WV,US,Northern America,Northern America,38.731498,-79.97007
Milledgeville_GA_US,Milledgeville,GA,US,Northern America,Northern America,33.080143,-83.232099
Millen_GA_US,Millen,GA,US,Northern America,Northern America,32.804051,-81.949281
